"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",63.3192,
"LUX","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",64.15279,
"MEX","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",44.95031,
"MEX","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",45.30156,
"MEX","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",45.7136,
"MEX","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",45.51741,
"MEX","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",45.76761,
"MEX","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",46.40483,
"MEX","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",47.00955,
"MEX","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",47.07664,
"NLD","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",71.68913,
"NLD","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",71.87307,
"NLD","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",72.556,
"NLD","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",73.16749,
"NLD","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",73.50629,
"NLD","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",73.79558,
"NLD","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",73.98393,
"NLD","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",74.17135,
"NZL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",72.8106,
"NZL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",72.89101,
"NZL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",73.07748,
"NZL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",73.67734,
"NZL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",72.39043,
"NZL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",73.27528,
"NZL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",73.36736,
"NZL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",73.14417,
"NOR","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",72.47272,
"NOR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",72.58271,
"NOR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",72.73524,
"NOR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",72.50006,
"NOR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",72.71718,
"NOR","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",72.84939,
"NOR","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",72.90849,
"NOR","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",73.46883,
"POL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",59.97206,
"POL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",60.35249,
"POL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",60.71892,
"POL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",61.05659,
"POL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",61.04165,
"POL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",60.8319,
"POL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",60.92481,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",65.81554,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",66.32533,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",66.83987,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",67.27575,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",66.97386,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",67.09209,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",67.63261,
"PRT","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",67.60559,
"SVK","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",60.57808,
"SVK","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",60.83002,
"SVK","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",60.69434,
"SVK","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",61.36123,
"SVK","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",61.93842,
"SVK","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",62.3664,
"SVK","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",62.13597,
"ESP","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",56.1476,
"ESP","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",56.23336,
"ESP","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",56.7957,
"ESP","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",57.05892,
"ESP","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",57.32645,
"ESP","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",57.59545,
"ESP","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",57.86644,
"ESP","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",57.75933,
"SWE","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",75.39745,
"SWE","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",75.61528,
"SWE","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",76.07538,
"SWE","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",75.88052,
"SWE","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",76.39589,
"SWE","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",76.25531,
"SWE","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",75.96076,
"CHE","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",75.56866,
"CHE","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",75.43912,
"CHE","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",74.90285,
"CHE","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",76.3866,
"CHE","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",75.95277,
"CHE","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",75.81079,
"CHE","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",76.36156,
"TUR","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",32.97646,
"TUR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",33.01218,
"TUR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",32.84279,
"TUR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",32.99057,
"TUR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",32.752,
"TUR","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",32.49199,
"TUR","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",32.12054,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",69.97224,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",70.28304,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",70.1767,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",70.1842,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",70.53553,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",70.90228,
"GBR","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",71.18017,
"USA","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",65.05644,
"USA","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",65.17661,
"USA","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",65.40341,
"USA","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",65.68397,
"USA","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",65.91404,
"USA","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",66.01916,
"USA","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",66.07869,
"USA","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",66.46587,
"CHL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",53.23434,
"CHL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",53.6213,
"CHL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",53.2028,
"CHL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",52.89044,
"CHL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",53.15184,
"CHL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",53.1768,
"CHL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",53.73632,
"CHL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",53.57615,
"EST","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",72.62996,
"EST","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",71.01466,
"EST","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",71.05444,
"EST","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",71.87424,
"EST","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",71.79925,
"EST","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",71.15611,
"EST","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",71.25764,
"EST","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",72.04213,
"ISR","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",65.94101,
"ISR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",66.46686,
"ISR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",66.25517,
"ISR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",66.57845,
"ISR","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",66.37498,
"ISR","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",66.92214,
"ISR","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",66.36349,
"ISR","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",66.12103,
"SVN","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",67.13732,
"SVN","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",67.08296,
"SVN","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",67.1412,
"SVN","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",67.66687,
"SVN","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",68.32782,
"SVN","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",68.10258,
"SVN","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",68.68756,
"ZAF","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",37.1977,
"ZAF","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",37.8823,
"ZAF","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",37.38274,
"ZAF","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",37.65992,
"ZAF","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",37.56007,
"ZAF","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",37.15607,
"ZAF","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",36.83162,
"ZAF","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",37.19533,
"EU28","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",62.77587,
"EU28","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",63.00372,
"EU28","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",63.2118,
"EU28","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",63.43043,
"EU28","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",63.62508,
"EU28","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",63.8341,
"EU28","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",64.03156,
"OECD","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",60.40207,
"OECD","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",60.59919,
"OECD","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",60.8125,
"OECD","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",60.98564,
"OECD","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",61.16476,
"OECD","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",61.34627,
"OECD","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",61.52266,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",65.43326,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",65.63405,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",65.86107,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",66.08604,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",66.31959,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",66.50292,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",66.67106,
"EA19","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",61.65595,
"EA19","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",61.76318,
"EA19","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",62.02932,
"EA19","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",62.26385,
"EA19","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",62.47226,
"EA19","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",62.70467,
"EA19","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",62.92073,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",55.33177,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",54.71398,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",54.83552,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",55.04073,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",53.95621,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",54.40043,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",53.14398,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",53.08685,
"LVA","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",69.25129,
"LVA","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",69.43145,
"LVA","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",70.42706,
"LVA","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",70.2701,
"LVA","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",70.33807,
"LVA","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",69.77551,
"LVA","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",70.9331,
"LTU","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",70.62511,
"LTU","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",70.41462,
"LTU","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",70.82909,
"LTU","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",72.90876,
"LTU","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",72.13466,
"LTU","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",72.15849,
"LTU","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",72.12054,
