"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","EMP","MEN","PC_WKGPOP","Q","2018-Q3",79.8136,
"DEU","EMP","MEN","PC_WKGPOP","Q","2018-Q4",80.00491,
"DEU","EMP","MEN","PC_WKGPOP","Q","2019-Q1",80.31473,
"DEU","EMP","MEN","PC_WKGPOP","Q","2019-Q2",80.55604,
"GRC","EMP","MEN","PC_WKGPOP","Q","2017-Q4",63.30159,
"GRC","EMP","MEN","PC_WKGPOP","Q","2018-Q1",63.92566,
"GRC","EMP","MEN","PC_WKGPOP","Q","2018-Q2",64.49868,
"GRC","EMP","MEN","PC_WKGPOP","Q","2018-Q3",64.97759,
"GRC","EMP","MEN","PC_WKGPOP","Q","2018-Q4",65.55627,
"GRC","EMP","MEN","PC_WKGPOP","Q","2019-Q1",65.47839,
"GRC","EMP","MEN","PC_WKGPOP","Q","2019-Q2",66.04829,
"HUN","EMP","MEN","PC_WKGPOP","Q","2017-Q4",75.99117,
"HUN","EMP","MEN","PC_WKGPOP","Q","2018-Q1",76.2052,
"HUN","EMP","MEN","PC_WKGPOP","Q","2018-Q2",76.12192,
"HUN","EMP","MEN","PC_WKGPOP","Q","2018-Q3",76.30358,
"HUN","EMP","MEN","PC_WKGPOP","Q","2018-Q4",76.5181,
"HUN","EMP","MEN","PC_WKGPOP","Q","2019-Q1",77.54916,
"HUN","EMP","MEN","PC_WKGPOP","Q","2019-Q2",77.04205,
"ISL","EMP","MEN","PC_WKGPOP","Q","2017-Q4",87.92117,
"ISL","EMP","MEN","PC_WKGPOP","Q","2018-Q1",87.60929,
"ISL","EMP","MEN","PC_WKGPOP","Q","2018-Q2",86.91605,
"ISL","EMP","MEN","PC_WKGPOP","Q","2018-Q3",87.75844,
"ISL","EMP","MEN","PC_WKGPOP","Q","2018-Q4",87.70074,
"ISL","EMP","MEN","PC_WKGPOP","Q","2019-Q1",87.21379,
"ISL","EMP","MEN","PC_WKGPOP","Q","2019-Q2",87.3572,
"IRL","EMP","MEN","PC_WKGPOP","Q","2017-Q4",73.40316,
"IRL","EMP","MEN","PC_WKGPOP","Q","2018-Q1",73.94366,
"IRL","EMP","MEN","PC_WKGPOP","Q","2018-Q2",73.9706,
"IRL","EMP","MEN","PC_WKGPOP","Q","2018-Q3",74.16857,
"IRL","EMP","MEN","PC_WKGPOP","Q","2018-Q4",74.41682,
"IRL","EMP","MEN","PC_WKGPOP","Q","2019-Q1",74.675,
"IRL","EMP","MEN","PC_WKGPOP","Q","2019-Q2",74.76051,
"ITA","EMP","MEN","PC_WKGPOP","Q","2017-Q4",67.28232,
"ITA","EMP","MEN","PC_WKGPOP","Q","2018-Q1",67.35819,
"ITA","EMP","MEN","PC_WKGPOP","Q","2018-Q2",67.69756,
"ITA","EMP","MEN","PC_WKGPOP","Q","2018-Q3",67.7797,
"ITA","EMP","MEN","PC_WKGPOP","Q","2018-Q4",67.69396,
"ITA","EMP","MEN","PC_WKGPOP","Q","2019-Q1",67.66927,
"ITA","EMP","MEN","PC_WKGPOP","Q","2019-Q2",67.88663,
"JPN","EMP","MEN","PC_WKGPOP","Q","2017-Q4",83.24142,
"JPN","EMP","MEN","PC_WKGPOP","Q","2018-Q1",83.65946,
"JPN","EMP","MEN","PC_WKGPOP","Q","2018-Q2",83.9959,
"JPN","EMP","MEN","PC_WKGPOP","Q","2018-Q3",83.96221,
"JPN","EMP","MEN","PC_WKGPOP","Q","2018-Q4",84.29314,
"JPN","EMP","MEN","PC_WKGPOP","Q","2019-Q1",84.23823,
"JPN","EMP","MEN","PC_WKGPOP","Q","2019-Q2",84.07876,
"JPN","EMP","MEN","PC_WKGPOP","Q","2019-Q3",84.41577,
"KOR","EMP","MEN","PC_WKGPOP","Q","2017-Q4",76.14725,
"KOR","EMP","MEN","PC_WKGPOP","Q","2018-Q1",76.2351,
"KOR","EMP","MEN","PC_WKGPOP","Q","2018-Q2",75.94714,
"KOR","EMP","MEN","PC_WKGPOP","Q","2018-Q3",75.74779,
"KOR","EMP","MEN","PC_WKGPOP","Q","2018-Q4",75.74978,
"KOR","EMP","MEN","PC_WKGPOP","Q","2019-Q1",75.76189,
"KOR","EMP","MEN","PC_WKGPOP","Q","2019-Q2",75.50145,
"KOR","EMP","MEN","PC_WKGPOP","Q","2019-Q3",75.66956,
"LUX","EMP","MEN","PC_WKGPOP","Q","2017-Q4",69.89879,
"LUX","EMP","MEN","PC_WKGPOP","Q","2018-Q1",70.56891,
"LUX","EMP","MEN","PC_WKGPOP","Q","2018-Q2",70.07275,
"LUX","EMP","MEN","PC_WKGPOP","Q","2018-Q3",70.17501,
"LUX","EMP","MEN","PC_WKGPOP","Q","2018-Q4",71.77355,
"LUX","EMP","MEN","PC_WKGPOP","Q","2019-Q1",71.89585,
"LUX","EMP","MEN","PC_WKGPOP","Q","2019-Q2",72.72483,
"MEX","EMP","MEN","PC_WKGPOP","Q","2017-Q4",78.86047,
"MEX","EMP","MEN","PC_WKGPOP","Q","2018-Q1",79.0128,
"MEX","EMP","MEN","PC_WKGPOP","Q","2018-Q2",78.97598,
"MEX","EMP","MEN","PC_WKGPOP","Q","2018-Q3",79.21841,
"MEX","EMP","MEN","PC_WKGPOP","Q","2018-Q4",78.93515,
"MEX","EMP","MEN","PC_WKGPOP","Q","2019-Q1",79.03109,
"MEX","EMP","MEN","PC_WKGPOP","Q","2019-Q2",78.85209,
"MEX","EMP","MEN","PC_WKGPOP","Q","2019-Q3",78.78511,
"NLD","EMP","MEN","PC_WKGPOP","Q","2017-Q4",80.78145,
"NLD","EMP","MEN","PC_WKGPOP","Q","2018-Q1",81.11008,
"NLD","EMP","MEN","PC_WKGPOP","Q","2018-Q2",81.32088,
"NLD","EMP","MEN","PC_WKGPOP","Q","2018-Q3",81.76228,
"NLD","EMP","MEN","PC_WKGPOP","Q","2018-Q4",82.05318,
"NLD","EMP","MEN","PC_WKGPOP","Q","2019-Q1",82.20104,
"NLD","EMP","MEN","PC_WKGPOP","Q","2019-Q2",82.20413,
"NLD","EMP","MEN","PC_WKGPOP","Q","2019-Q3",82.27202,
"NZL","EMP","MEN","PC_WKGPOP","Q","2017-Q4",82.20979,
"NZL","EMP","MEN","PC_WKGPOP","Q","2018-Q1",82.24809,
"NZL","EMP","MEN","PC_WKGPOP","Q","2018-Q2",82.01112,
"NZL","EMP","MEN","PC_WKGPOP","Q","2018-Q3",82.25407,
"NZL","EMP","MEN","PC_WKGPOP","Q","2018-Q4",81.39532,
"NZL","EMP","MEN","PC_WKGPOP","Q","2019-Q1",81.67872,
"NZL","EMP","MEN","PC_WKGPOP","Q","2019-Q2",81.76405,
"NZL","EMP","MEN","PC_WKGPOP","Q","2019-Q3",81.89805,
"NOR","EMP","MEN","PC_WKGPOP","Q","2017-Q4",75.7817,
"NOR","EMP","MEN","PC_WKGPOP","Q","2018-Q1",76.48575,
"NOR","EMP","MEN","PC_WKGPOP","Q","2018-Q2",76.91044,
"NOR","EMP","MEN","PC_WKGPOP","Q","2018-Q3",76.94853,
"NOR","EMP","MEN","PC_WKGPOP","Q","2018-Q4",77.23148,
"NOR","EMP","MEN","PC_WKGPOP","Q","2019-Q1",77.10269,
"NOR","EMP","MEN","PC_WKGPOP","Q","2019-Q2",77.18422,
"NOR","EMP","MEN","PC_WKGPOP","Q","2019-Q3",77.86559,
"POL","EMP","MEN","PC_WKGPOP","Q","2017-Q4",73.27595,
"POL","EMP","MEN","PC_WKGPOP","Q","2018-Q1",73.59664,
"POL","EMP","MEN","PC_WKGPOP","Q","2018-Q2",73.98076,
"POL","EMP","MEN","PC_WKGPOP","Q","2018-Q3",74.11879,
"POL","EMP","MEN","PC_WKGPOP","Q","2018-Q4",74.27889,
"POL","EMP","MEN","PC_WKGPOP","Q","2019-Q1",74.58666,
"POL","EMP","MEN","PC_WKGPOP","Q","2019-Q2",75.00079,
"PRT","EMP","MEN","PC_WKGPOP","Q","2017-Q4",72.05139,
"PRT","EMP","MEN","PC_WKGPOP","Q","2018-Q1",72.24964,
"PRT","EMP","MEN","PC_WKGPOP","Q","2018-Q2",72.67938,
"PRT","EMP","MEN","PC_WKGPOP","Q","2018-Q3",72.85551,
"PRT","EMP","MEN","PC_WKGPOP","Q","2018-Q4",73.04372,
"PRT","EMP","MEN","PC_WKGPOP","Q","2019-Q1",73.38058,
"PRT","EMP","MEN","PC_WKGPOP","Q","2019-Q2",73.03352,
"PRT","EMP","MEN","PC_WKGPOP","Q","2019-Q3",74.27065,
"SVK","EMP","MEN","PC_WKGPOP","Q","2017-Q4",72.32405,
"SVK","EMP","MEN","PC_WKGPOP","Q","2018-Q1",73.09687,
"SVK","EMP","MEN","PC_WKGPOP","Q","2018-Q2",73.6574,
"SVK","EMP","MEN","PC_WKGPOP","Q","2018-Q3",74.31252,
"SVK","EMP","MEN","PC_WKGPOP","Q","2018-Q4",74.37437,
"SVK","EMP","MEN","PC_WKGPOP","Q","2019-Q1",74.57277,
"SVK","EMP","MEN","PC_WKGPOP","Q","2019-Q2",74.21333,
"ESP","EMP","MEN","PC_WKGPOP","Q","2017-Q4",67.02264,
"ESP","EMP","MEN","PC_WKGPOP","Q","2018-Q1",67.26952,
"ESP","EMP","MEN","PC_WKGPOP","Q","2018-Q2",67.8387,
"ESP","EMP","MEN","PC_WKGPOP","Q","2018-Q3",68.13398,
"ESP","EMP","MEN","PC_WKGPOP","Q","2018-Q4",68.47011,
"ESP","EMP","MEN","PC_WKGPOP","Q","2019-Q1",68.58873,
"ESP","EMP","MEN","PC_WKGPOP","Q","2019-Q2",68.72574,
"ESP","EMP","MEN","PC_WKGPOP","Q","2019-Q3",68.71236,
"SWE","EMP","MEN","PC_WKGPOP","Q","2017-Q4",78.45549,
"SWE","EMP","MEN","PC_WKGPOP","Q","2018-Q1",78.78568,
"SWE","EMP","MEN","PC_WKGPOP","Q","2018-Q2",78.88834,
"SWE","EMP","MEN","PC_WKGPOP","Q","2018-Q3",79.13875,
"SWE","EMP","MEN","PC_WKGPOP","Q","2018-Q4",79.20295,
"SWE","EMP","MEN","PC_WKGPOP","Q","2019-Q1",79.08468,
"SWE","EMP","MEN","PC_WKGPOP","Q","2019-Q2",78.84642,
"CHE","EMP","MEN","PC_WKGPOP","Q","2017-Q4",84.3094,
"CHE","EMP","MEN","PC_WKGPOP","Q","2018-Q1",84.26585,
"CHE","EMP","MEN","PC_WKGPOP","Q","2018-Q2",84.43266,
"CHE","EMP","MEN","PC_WKGPOP","Q","2018-Q3",84.59348,
"CHE","EMP","MEN","PC_WKGPOP","Q","2018-Q4",84.51692,
"CHE","EMP","MEN","PC_WKGPOP","Q","2019-Q1",84.72788,
"CHE","EMP","MEN","PC_WKGPOP","Q","2019-Q2",84.51173,
"TUR","EMP","MEN","PC_WKGPOP","Q","2017-Q4",71.26154,
"TUR","EMP","MEN","PC_WKGPOP","Q","2018-Q1",71.66808,
"TUR","EMP","MEN","PC_WKGPOP","Q","2018-Q2",71.15855,
"TUR","EMP","MEN","PC_WKGPOP","Q","2018-Q3",71.03569,
"TUR","EMP","MEN","PC_WKGPOP","Q","2018-Q4",69.78188,
"TUR","EMP","MEN","PC_WKGPOP","Q","2019-Q1",68.81367,
"TUR","EMP","MEN","PC_WKGPOP","Q","2019-Q2",67.90288,
"GBR","EMP","MEN","PC_WKGPOP","Q","2017-Q4",78.74685,
"GBR","EMP","MEN","PC_WKGPOP","Q","2018-Q1",79.10915,
"GBR","EMP","MEN","PC_WKGPOP","Q","2018-Q2",79.19719,
"GBR","EMP","MEN","PC_WKGPOP","Q","2018-Q3",78.93063,
"GBR","EMP","MEN","PC_WKGPOP","Q","2018-Q4",79.27796,
"GBR","EMP","MEN","PC_WKGPOP","Q","2019-Q1",79.29682,
"GBR","EMP","MEN","PC_WKGPOP","Q","2019-Q2",79.01822,
"USA","EMP","MEN","PC_WKGPOP","Q","2017-Q4",75.66936,
"USA","EMP","MEN","PC_WKGPOP","Q","2018-Q1",76.06304,
"USA","EMP","MEN","PC_WKGPOP","Q","2018-Q2",76.08625,
"USA","EMP","MEN","PC_WKGPOP","Q","2018-Q3",75.92872,
"USA","EMP","MEN","PC_WKGPOP","Q","2018-Q4",76.18758,
"USA","EMP","MEN","PC_WKGPOP","Q","2019-Q1",76.3163,
"USA","EMP","MEN","PC_WKGPOP","Q","2019-Q2",76.40047,
"USA","EMP","MEN","PC_WKGPOP","Q","2019-Q3",76.59951,
"CHL","EMP","MEN","PC_WKGPOP","Q","2017-Q4",72.42661,
"CHL","EMP","MEN","PC_WKGPOP","Q","2018-Q1",71.83328,
"CHL","EMP","MEN","PC_WKGPOP","Q","2018-Q2",72.47308,
"CHL","EMP","MEN","PC_WKGPOP","Q","2018-Q3",71.82979,
"CHL","EMP","MEN","PC_WKGPOP","Q","2018-Q4",71.69379,
"CHL","EMP","MEN","PC_WKGPOP","Q","2019-Q1",71.61095,
"CHL","EMP","MEN","PC_WKGPOP","Q","2019-Q2",71.13925,
"CHL","EMP","MEN","PC_WKGPOP","Q","2019-Q3",71.81207,
"EST","EMP","MEN","PC_WKGPOP","Q","2017-Q4",78.77218,
"EST","EMP","MEN","PC_WKGPOP","Q","2018-Q1",76.84129,
"EST","EMP","MEN","PC_WKGPOP","Q","2018-Q2",78.31917,
"EST","EMP","MEN","PC_WKGPOP","Q","2018-Q3",77.55141,
"EST","EMP","MEN","PC_WKGPOP","Q","2018-Q4",79.80208,
"EST","EMP","MEN","PC_WKGPOP","Q","2019-Q1",78.50326,
"EST","EMP","MEN","PC_WKGPOP","Q","2019-Q2",78.07489,
"EST","EMP","MEN","PC_WKGPOP","Q","2019-Q3",79.39405,
"ISR","EMP","MEN","PC_WKGPOP","Q","2017-Q4",72.30927,
"ISR","EMP","MEN","PC_WKGPOP","Q","2018-Q1",71.99702,
"ISR","EMP","MEN","PC_WKGPOP","Q","2018-Q2",71.6898,
"ISR","EMP","MEN","PC_WKGPOP","Q","2018-Q3",71.49963,
"ISR","EMP","MEN","PC_WKGPOP","Q","2018-Q4",71.47618,
"ISR","EMP","MEN","PC_WKGPOP","Q","2019-Q1",71.74837,
"ISR","EMP","MEN","PC_WKGPOP","Q","2019-Q2",71.58783,
"ISR","EMP","MEN","PC_WKGPOP","Q","2019-Q3",71.43048,
"SVN","EMP","MEN","PC_WKGPOP","Q","2017-Q4",73.40924,
"SVN","EMP","MEN","PC_WKGPOP","Q","2018-Q1",73.72334,
"SVN","EMP","MEN","PC_WKGPOP","Q","2018-Q2",74.49592,
"SVN","EMP","MEN","PC_WKGPOP","Q","2018-Q3",74.76533,
"SVN","EMP","MEN","PC_WKGPOP","Q","2018-Q4",75.15952,
"SVN","EMP","MEN","PC_WKGPOP","Q","2019-Q1",75.86848,
"SVN","EMP","MEN","PC_WKGPOP","Q","2019-Q2",75.63374,
"ZAF","EMP","MEN","PC_WKGPOP","Q","2017-Q4",48.78042,
"ZAF","EMP","MEN","PC_WKGPOP","Q","2018-Q1",49.21251,
"ZAF","EMP","MEN","PC_WKGPOP","Q","2018-Q2",49.08678,
"ZAF","EMP","MEN","PC_WKGPOP","Q","2018-Q3",48.82019,
"ZAF","EMP","MEN","PC_WKGPOP","Q","2018-Q4",48.86288,
"ZAF","EMP","MEN","PC_WKGPOP","Q","2019-Q1",48.18909,
"ZAF","EMP","MEN","PC_WKGPOP","Q","2019-Q2",48.44458,
"ZAF","EMP","MEN","PC_WKGPOP","Q","2019-Q3",47.92315,
"EU28","EMP","MEN","PC_WKGPOP","Q","2017-Q4",73.31167,
"EU28","EMP","MEN","PC_WKGPOP","Q","2018-Q1",73.54853,
"EU28","EMP","MEN","PC_WKGPOP","Q","2018-Q2",73.74123,
"EU28","EMP","MEN","PC_WKGPOP","Q","2018-Q3",73.94908,
"EU28","EMP","MEN","PC_WKGPOP","Q","2018-Q4",74.10577,
"EU28","EMP","MEN","PC_WKGPOP","Q","2019-Q1",74.20879,
"EU28","EMP","MEN","PC_WKGPOP","Q","2019-Q2",74.32893,
"OECD","EMP","MEN","PC_WKGPOP","Q","2017-Q4",75.67875,
"OECD","EMP","MEN","PC_WKGPOP","Q","2018-Q1",75.93415,
"OECD","EMP","MEN","PC_WKGPOP","Q","2018-Q2",76.00479,
"OECD","EMP","MEN","PC_WKGPOP","Q","2018-Q3",76.02789,
"OECD","EMP","MEN","PC_WKGPOP","Q","2018-Q4",76.08602,
"OECD","EMP","MEN","PC_WKGPOP","Q","2019-Q1",76.11723,
"OECD","EMP","MEN","PC_WKGPOP","Q","2019-Q2",76.05811,
"G-7","EMP","MEN","PC_WKGPOP","Q","2017-Q4",76.34959,
"G-7","EMP","MEN","PC_WKGPOP","Q","2018-Q1",76.64457,
"G-7","EMP","MEN","PC_WKGPOP","Q","2018-Q2",76.73792,
"G-7","EMP","MEN","PC_WKGPOP","Q","2018-Q3",76.69784,
"G-7","EMP","MEN","PC_WKGPOP","Q","2018-Q4",76.92393,
"G-7","EMP","MEN","PC_WKGPOP","Q","2019-Q1",77.01232,
"G-7","EMP","MEN","PC_WKGPOP","Q","2019-Q2",77.04512,
"EA19","EMP","MEN","PC_WKGPOP","Q","2017-Q4",71.92298,
"EA19","EMP","MEN","PC_WKGPOP","Q","2018-Q1",72.14242,
"EA19","EMP","MEN","PC_WKGPOP","Q","2018-Q2",72.36499,
"EA19","EMP","MEN","PC_WKGPOP","Q","2018-Q3",72.55571,
"EA19","EMP","MEN","PC_WKGPOP","Q","2018-Q4",72.74555,
"EA19","EMP","MEN","PC_WKGPOP","Q","2019-Q1",72.89197,
"EA19","EMP","MEN","PC_WKGPOP","Q","2019-Q2",72.99998,
"COL","EMP","MEN","PC_WKGPOP","Q","2017-Q4",78.26723,
"COL","EMP","MEN","PC_WKGPOP","Q","2018-Q1",78.46481,
"COL","EMP","MEN","PC_WKGPOP","Q","2018-Q2",78.72797,
"COL","EMP","MEN","PC_WKGPOP","Q","2018-Q3",78.93011,
"COL","EMP","MEN","PC_WKGPOP","Q","2018-Q4",78.36817,
"COL","EMP","MEN","PC_WKGPOP","Q","2019-Q1",78.04991,
"COL","EMP","MEN","PC_WKGPOP","Q","2019-Q2",77.41317,
"COL","EMP","MEN","PC_WKGPOP","Q","2019-Q3",77.2012,
"LVA","EMP","MEN","PC_WKGPOP","Q","2017-Q4",73.10283,
"LVA","EMP","MEN","PC_WKGPOP","Q","2018-Q1",72.92802,
"LVA","EMP","MEN","PC_WKGPOP","Q","2018-Q2",73.13729,
"LVA","EMP","MEN","PC_WKGPOP","Q","2018-Q3",74.79108,
"LVA","EMP","MEN","PC_WKGPOP","Q","2018-Q4",73.4923,
"LVA","EMP","MEN","PC_WKGPOP","Q","2019-Q1",73.69296,
"LVA","EMP","MEN","PC_WKGPOP","Q","2019-Q2",73.13873,
"LTU","EMP","MEN","PC_WKGPOP","Q","2017-Q4",71.53102,
"LTU","EMP","MEN","PC_WKGPOP","Q","2018-Q1",72.13181,
"LTU","EMP","MEN","PC_WKGPOP","Q","2018-Q2",73.27006,
"LTU","EMP","MEN","PC_WKGPOP","Q","2018-Q3",74.15319,
"LTU","EMP","MEN","PC_WKGPOP","Q","2018-Q4",73.66488,
"LTU","EMP","MEN","PC_WKGPOP","Q","2019-Q1",73.84245,
"LTU","EMP","MEN","PC_WKGPOP","Q","2019-Q2",73.83281,
