"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","EMP","TOT","PC_WKGPOP","Q","2019-Q1",74.84116,
"EST","EMP","TOT","PC_WKGPOP","Q","2019-Q2",74.67008,
"EST","EMP","TOT","PC_WKGPOP","Q","2019-Q3",75.69953,
"ISR","EMP","TOT","PC_WKGPOP","Q","2017-Q4",69.10972,
"ISR","EMP","TOT","PC_WKGPOP","Q","2018-Q1",69.21617,
"ISR","EMP","TOT","PC_WKGPOP","Q","2018-Q2",68.95654,
"ISR","EMP","TOT","PC_WKGPOP","Q","2018-Q3",69.02108,
"ISR","EMP","TOT","PC_WKGPOP","Q","2018-Q4",68.90952,
"ISR","EMP","TOT","PC_WKGPOP","Q","2019-Q1",69.32303,
"ISR","EMP","TOT","PC_WKGPOP","Q","2019-Q2",68.96571,
"ISR","EMP","TOT","PC_WKGPOP","Q","2019-Q3",68.76639,
"SVN","EMP","TOT","PC_WKGPOP","Q","2017-Q4",70.34866,
"SVN","EMP","TOT","PC_WKGPOP","Q","2018-Q1",70.49196,
"SVN","EMP","TOT","PC_WKGPOP","Q","2018-Q2",70.92013,
"SVN","EMP","TOT","PC_WKGPOP","Q","2018-Q3",71.32507,
"SVN","EMP","TOT","PC_WKGPOP","Q","2018-Q4",71.85744,
"SVN","EMP","TOT","PC_WKGPOP","Q","2019-Q1",72.11288,
"SVN","EMP","TOT","PC_WKGPOP","Q","2019-Q2",72.28198,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2017-Q4",42.93147,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2018-Q1",43.47646,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2018-Q2",43.17642,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2018-Q3",43.17758,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2018-Q4",43.15781,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2019-Q1",42.61168,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2019-Q2",42.58585,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2019-Q3",42.50255,
"EU28","EMP","TOT","PC_WKGPOP","Q","2017-Q4",68.03911,
"EU28","EMP","TOT","PC_WKGPOP","Q","2018-Q1",68.27299,
"EU28","EMP","TOT","PC_WKGPOP","Q","2018-Q2",68.47299,
"EU28","EMP","TOT","PC_WKGPOP","Q","2018-Q3",68.68507,
"EU28","EMP","TOT","PC_WKGPOP","Q","2018-Q4",68.86238,
"EU28","EMP","TOT","PC_WKGPOP","Q","2019-Q1",69.01905,
"EU28","EMP","TOT","PC_WKGPOP","Q","2019-Q2",69.17662,
"OECD","EMP","TOT","PC_WKGPOP","Q","2017-Q4",67.98357,
"OECD","EMP","TOT","PC_WKGPOP","Q","2018-Q1",68.21155,
"OECD","EMP","TOT","PC_WKGPOP","Q","2018-Q2",68.3532,
"OECD","EMP","TOT","PC_WKGPOP","Q","2018-Q3",68.45133,
"OECD","EMP","TOT","PC_WKGPOP","Q","2018-Q4",68.57198,
"OECD","EMP","TOT","PC_WKGPOP","Q","2019-Q1",68.67923,
"OECD","EMP","TOT","PC_WKGPOP","Q","2019-Q2",68.73893,
"G-7","EMP","TOT","PC_WKGPOP","Q","2017-Q4",70.85984,
"G-7","EMP","TOT","PC_WKGPOP","Q","2018-Q1",71.10898,
"G-7","EMP","TOT","PC_WKGPOP","Q","2018-Q2",71.26864,
"G-7","EMP","TOT","PC_WKGPOP","Q","2018-Q3",71.36153,
"G-7","EMP","TOT","PC_WKGPOP","Q","2018-Q4",71.59321,
"G-7","EMP","TOT","PC_WKGPOP","Q","2019-Q1",71.72991,
"G-7","EMP","TOT","PC_WKGPOP","Q","2019-Q2",71.82887,
"EA19","EMP","TOT","PC_WKGPOP","Q","2017-Q4",66.78165,
"EA19","EMP","TOT","PC_WKGPOP","Q","2018-Q1",66.94253,
"EA19","EMP","TOT","PC_WKGPOP","Q","2018-Q2",67.18755,
"EA19","EMP","TOT","PC_WKGPOP","Q","2018-Q3",67.39712,
"EA19","EMP","TOT","PC_WKGPOP","Q","2018-Q4",67.59923,
"EA19","EMP","TOT","PC_WKGPOP","Q","2019-Q1",67.78636,
"EA19","EMP","TOT","PC_WKGPOP","Q","2019-Q2",67.94767,
"COL","EMP","TOT","PC_WKGPOP","Q","2017-Q4",66.53564,
"COL","EMP","TOT","PC_WKGPOP","Q","2018-Q1",66.34155,
"COL","EMP","TOT","PC_WKGPOP","Q","2018-Q2",66.54993,
"COL","EMP","TOT","PC_WKGPOP","Q","2018-Q3",66.72929,
"COL","EMP","TOT","PC_WKGPOP","Q","2018-Q4",65.86488,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q1",65.96384,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q2",65.04224,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q3",64.89301,
"LVA","EMP","TOT","PC_WKGPOP","Q","2017-Q4",71.115,
"LVA","EMP","TOT","PC_WKGPOP","Q","2018-Q1",71.12923,
"LVA","EMP","TOT","PC_WKGPOP","Q","2018-Q2",71.74419,
"LVA","EMP","TOT","PC_WKGPOP","Q","2018-Q3",72.46589,
"LVA","EMP","TOT","PC_WKGPOP","Q","2018-Q4",71.86727,
"LVA","EMP","TOT","PC_WKGPOP","Q","2019-Q1",71.68208,
"LVA","EMP","TOT","PC_WKGPOP","Q","2019-Q2",72.00834,
"LTU","EMP","TOT","PC_WKGPOP","Q","2017-Q4",71.06568,
"LTU","EMP","TOT","PC_WKGPOP","Q","2018-Q1",71.24821,
"LTU","EMP","TOT","PC_WKGPOP","Q","2018-Q2",72.01911,
"LTU","EMP","TOT","PC_WKGPOP","Q","2018-Q3",73.51823,
"LTU","EMP","TOT","PC_WKGPOP","Q","2018-Q4",72.88589,
"LTU","EMP","TOT","PC_WKGPOP","Q","2019-Q1",72.98301,
"LTU","EMP","TOT","PC_WKGPOP","Q","2019-Q2",72.96169,
